id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context
12352	only	I don’t know what I’m going to do! It’s going to be impossible to make ends meet if I lose my job!__eou__don’t worry. I don't think you’re going to lose your job over one mistake.__eou__it was a rather big mistake. When you work as an investment adviser, ONC small mistake can cost the company millions.	But it wasn’t just you who was involved, right? You were only doing what your supervisor told you to do.	But it wasn’t just you who was involved, right? You were doing what your supervisor told you to do.	that’s true, but my supervisor is very dishonest. There’s no reason he needs to tell our boss the truth. I’m sure he will tell our boss that it was all my fault, and there’s nothing I can do about tha	-38.15883255004883	-38.47709274291992	-1.3628154482160295	-1.4250775089970342	28	27	-97.78917121887207	-97.7142391204834	-1.8805609849783091	-1.8791199830862193	52	52	-317.20801544189453	-317.46600341796875	-1.946061444428801	-1.9596666877652391	163	162	True
12357	only	How's your job search going?	I only started looking for a job a few days ago.	I started looking for a job a few days ago.	have you finished compiling your resume?	-24.574003219604492	-21.456647872924805	-1.5358752012252808	-1.4304431915283202	16	15	-27.323984622955322	-27.977535724639893	-2.4839986020868476	-2.5434123386036265	11	11	-86.59719133377075	-84.12908411026001	-2.278873456151862	-2.273759030007027	38	37	True
12411	only	What’s the matter, dear?__eou__Something awful happened. We went to the Portobello Road, and someone stole my handbag.__eou__Oh, dear. Did you lose a lot of money?	No. Only a few pounds. But my passport was in the bag. That’what I’m really worry about.	No. A few pounds. But my passport was in the bag. That’what I’m really worry about.	You must tell the embassy about it. And I think they’ll issue you with a new one.	-51.21682906150818	-54.15841841697693	-1.829172466482435	-2.005867348776923	28	27	-37.82160949707031	-37.98096466064453	-1.575900395711263	-1.5825401941935222	24	24	-189.89388847351074	-193.01662254333496	-1.843629985179716	-1.892319828856225	103	102	True
12510	only	I’ll need to meet with you before you go on vacation, Alex. I have a few things to clear up.	I’ll be glad to. But my schedule is super tight this week. I think the only time I have free is at lunch on Wednesday.	I’ll be glad to. But my schedule is super tight this week. I think the time I have free is at lunch on Wednesday.	That’s fine. I can make that.	-56.4515438079834	-61.79195213317871	-1.7106528426661636	-1.9309985041618347	33	32	-12.485117435455322	-12.259647846221924	-0.9603936488811786	-0.9430498343247634	13	13	-143.50218629837036	-148.5775589942932	-1.9392187337617617	-2.035309027319085	74	73	True
12544	only	Good morning and welcome. How can I help you?__eou__Could you tell me something about safety deposit box rental, please? I need somewhere safe to keep some insurance documents; I just simply don't feel comfortable keeping them at home or in the office.__eou__We have 3 different types of boxes. We usually rent for 1 year and the fee depends on the size and location of the box.	I think I'll go for the smallest, as it's just for documents. Will I be the only key holder? I'd perhaps feel a little nervous if I knew someone else could have access to it at any time.	I think I'll go for the smallest, as it's just for documents. Will I be the key holder? I'd perhaps feel a little nervous if I knew someone else could have access to it at any time.	You can have more than 1 key if you'd like, but we must have signature cards for each box.	-86.35957288742065	-91.42816877365112	-1.7624402630085847	-1.9047535161177318	49	48	-52.30705976486206	-52.68174505233765	-1.937298509809706	-1.951175742679172	27	27	-336.37105989456177	-341.83754205703735	-2.01419796344049	-2.0592623015484177	167	166	True
12756	only	May I help you?__eou__Yes, I'm going to Europe on business and I need to purchase some Traveller's Cheques.__eou__That's no problem. Which currency would you like to buy?	I think Euros will be the best, as I'll only be in Mainland Europe.	I think Euros will be the best, as I'll be in Mainland Europe.	Of course. Do you have your passport with you? How much would you like to purchase?	-35.22347545623779	-30.906046867370605	-1.601067066192627	-1.4717165174938382	22	21	-27.77370834350586	-27.62180757522583	-1.2075525366741677	-1.2009481554446013	23	23	-154.24247407913208	-149.75585651397705	-1.6066924383242924	-1.576377436989232	96	95	True
12878	only	Mr. Black, when is the earliest shipment you can make?__eou__In April or early May.__eou__I am afraid shipment by early May would be too late for us. Our customs formalities are quite complicated, and it takes time to distribute the goods to the farmers in our country. The fertilizers must be delivered before April, or else we can't be in time for the spring sowing.	In that case, we will have to improve one month further on the time. Now is Jan. If the fertilizers should be shipped before the end of March, only 2 months are left. The time is too limited.	In that case, we will have to improve one month further on the time. Now is Jan. If the fertilizers should be shipped before the end of March, 2 months are left. The time is too limited.	You understand a timely delivery is very important to us.	-119.07661437988281	-122.70149230957031	-2.3815322875976563	-2.5041120879504146	50	49	-29.936535835266113	-30.020959854125977	-1.9957690556844077	-2.0013973236083986	15	15	-366.9872407913208	-370.74402809143066	-2.352482312764877	-2.3918969554285847	156	155	True
12880	only	We'd better cover the porcelain ware against All Risks.	All right. Our insurance coverage is 110 % of the invoice value, up to the port of destination only.	All right. Our insurance coverage is 110 % of the invoice value, up to the port of destination.	I'd like to have the insurance of the goods covered up to 130 % of the invoice amount.	-73.1029052734375	-66.6971435546875	-2.707515010127315	-2.5652747521033654	27	26	-41.636390686035156	-41.29132080078125	-1.6654556274414063	-1.65165283203125	25	25	-197.42325234413147	-190.67339730262756	-2.9032831227078155	-2.845871601531755	68	67	True
12920	only	We've got a problem ... it looks like we'll need more spotlights on the exhibition booth. The client thinks it's too dark, and they want to add halogen lighting. We've already got 3 sets of track lighting from you guys, do you think you could help us out and throw in some halogens?__eou__Oh ... Um ... I don't think so. you know the halogen lighting is much more expensive than your track lighting system. Plus I'm going to have to call in some guys to install it for you. That's not going to come cheap.	But it would only be adding to the existing structure. We're not talking about anything new here ...	But it would be adding to the existing structure. We're not talking about anything new here ...	It doesn't matter because we will still have to call the electrician out, and they are union labor. It'll cost you a pretty penny ...	-51.56454277038574	-51.28524589538574	-2.1485226154327393	-2.22979329979938	24	23	-68.81768989562988	-68.85430002212524	-2.0240497028126434	-2.025126471238978	34	34	-423.12028312683105	-422.8775963783264	-2.312132694682137	-2.3235032768039914	183	182	True
12928	only	Well, we've settled the question of price, quality and quantity. Now what about the terms of payment?	We only accept payment by irrevocable letter of credit payable against shipping documents.	We accept payment by irrevocable letter of credit payable against shipping documents.	I see. Could you make an exception and accept D / A or D / P?	-31.731948137283325	-30.661946773529053	-1.5110451493944441	-1.5330973386764526	21	20	-45.27966070175171	-46.72625017166138	-2.0581663955341685	-2.1239204623482446	22	22	-157.22301959991455	-157.5852313041687	-2.278594486955283	-2.317429872120128	69	68	True
12936	only	Mr. Jones, shall we now discuss the packaging?__eou__Very well. You know, we have definite ways of packaging garments. As to blouses, we use a polythene wrapper for each article, all ready for window display.	Good. A wrapping that catches the eye will certainly help push the sales. With competition from similar garments producers, the merchandise must not only be good value but also look attractive.	Good. A wrapping that catches the eye will certainly help push the sales. With competition from similar garments producers, the merchandise must not be good value but also look attractive.	Right you are. We'll see to it that the blouses appeal to the eye as well as to the purse.	-117.55019187927246	-128.70155906677246	-3.014107484083909	-3.3868831333361173	39	38	-37.214702129364014	-37.70678949356079	-1.3290965046201433	-1.3466710533414568	28	28	-337.7507300376892	-349.3970112800598	-2.768448606866305	-2.887578605620329	122	121	True
