model,model_group,source_path,id,word,context,w_word,wo_word,followup,removal_log_prob_delta_per_token,removal_upper_iqr_outlier,include_context,log_prob_w_word,log_prob_wo_word,log_prob_w_word_per_token,log_prob_wo_word_per_token,w_word_token_count,wo_word_token_count,log_prob_followup_with,log_prob_followup_without,log_prob_followup_with_per_token,log_prob_followup_without_per_token,followup_token_count_with,followup_token_count_without,log_prob_full_with,log_prob_full_without,log_prob_full_with_per_token,log_prob_full_without_per_token,full_token_count_with,full_token_count_without,observer_mode
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1368,only,"Excuse me. How much is the chocolate bar?__eou__One dollar.__eou__So, I can have five for five dollars?","Actually, you can only have four.","Actually, you can have four.","Oh, yeah. I forgot tax. Give me four then, please.",0.22398188047938872,False,True,-9.509384274482727,-10.244641065597534,-1.056598252720303,-1.2805801331996918,9,8,-52.71158528327942,-54.96280765533447,-2.196316053469976,-2.2901169856389365,24,24,-172.96739506721497,-175.95600855350494,-2.3062319342295328,-2.377783899371688,75,74,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1446,only,Excuse me. Have you got the time?__eou__My watch says half past five.__eou__Does your watch keep good time?,Oh yeah. It loses only a few seconds in the whole month.,Oh yeah. It loses a few seconds in the whole month.,Thanks a lot.,0.45127700851077135,False,True,-32.83641803264618,-36.96520161628723,-2.1890945355097453,-2.6403715440205167,15,14,-31.635457515716553,-27.48198711872101,-2.433496731978196,-2.1139990091323853,13,13,-151.8733775615692,-151.8517415523529,-2.1696196794509888,-2.200749877570332,70,69,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1492,only,Now I'm sure we'll never get all our things back. They're so clever these criminals. What's the point of collecting beautiful things for other people to steal?,I only wish it were this time yesterday.,I wish it were this time yesterday.,Think how happy we were. Now this.Things always go wrong.,-0.34349682066175635,False,True,-38.78991413116455,-31.819451332092285,-3.878991413116455,-3.5354945924546985,10,9,-63.42191767692566,-63.690521001815796,-2.7574746816054634,-2.7691530870354693,23,23,-237.09371554851532,-231.35351037979126,-3.161249540646871,-3.1263987889160982,75,74,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1493,only,"Jane! What an enchanting skirt you have on!__eou__Thank you! Guess how much it costs.__eou__Bright colors, smooth material, exquisite craftsmanship, soft lines ... Darling, it looks elegant on you! It can't be any cheap stuff. Something around two hundred, I guess.",Your offer is way off the mark. It set me back only sixty-five.,Your offer is way off the mark. It set me back sixty-five.,"Then you got a windfall! Was sixty-five the original price, or did you get a special discount?",0.11306160337784732,False,True,-47.15614354610443,-46.19123840332031,-2.773890796829672,-2.8869524002075195,17,16,-76.98523557186127,-71.94154810905457,-2.4833946958664925,-2.320695100292083,31,31,-373.2858235836029,-367.34004306793213,-3.059719865439368,-3.0358681245283647,122,121,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1538,only,"Excuse me. Would you tell me where The People's Park is?__eou__The People's Park is located on Nanjing Road, near Limbo road, just on the opposite side of the International Hotel.__eou__How long will it take me to get there?",Only about twenty minutes.,About twenty minutes.,"I'm not going in the wrong direction, am I?",0.09039650360743201,False,True,-5.712578892707825,-5.212464928627014,-0.9520964821179708,-1.0424929857254028,6,5,-24.635380744934082,-24.71505892276764,-1.1731133688063848,-1.17690756775084,21,21,-201.7372258901596,-196.38795709609985,-2.1014294363558292,-2.067241653643156,96,95,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1553,only,Our housing problem is a highly complicated issue.__eou__It is true. I think we should change some policies.__eou__Right. Like our LPF program. The mortgage size is linked with the amount of savings households have accumulated on their LPF accounts.,"Indeed, it's unfair. Households with higher salaries receive larger LPF contributions and thus qualify for larger loans. Lower-income households, on the other hand, can only get smaller loans, or perhaps nothing if they could not afford to purchase any housing.","Indeed, it's unfair. Households with higher salaries receive larger LPF contributions and thus qualify for larger loans. Lower-income households, on the other hand, can get smaller loans, or perhaps nothing if they could not afford to purchase any housing.",Like you and me!,0.1323280096233881,False,True,-135.27235960960388,-139.41969656944275,-2.601391530953921,-2.733719540577309,52,51,-34.07943391799927,-34.12246596813202,-2.4342452798570906,-2.4373189977237155,14,14,-403.7007563114166,-407.9157840013504,-3.0583390629652776,-3.113860946575194,132,131,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1577,only,"Excuse me, can you tell me where central Park Street is?__eou__Turn right at the third light and then go straight for two blocks.__eou__Is it far?",No. It's only a ten-minute walk.,No. It's a ten-minute walk.,I see. Thanks a lot.,0.1991267323493957,False,True,-14.671749711036682,-15.329221606254578,-1.333795428276062,-1.5329221606254577,11,10,-25.236541509628296,-24.904714345932007,-1.5772838443517685,-1.5565446466207504,16,16,-165.52312099933624,-165.82526576519012,-2.1496509220693016,-2.1819113916472386,77,76,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1579,only,"Excuse me, how do I get to the Forbidden City?__eou__Follow this road and turn right at the second intersection. It'll be right there.__eou__Is it far?","No, it should only take you about 15 minutes by foot.","No, it should take you about 15 minutes by foot.",Thank you.,-0.021040975054105182,False,True,-18.664870500564575,-17.182701468467712,-1.166554406285286,-1.1455134312311808,16,15,-27.64274823665619,-27.542689323425293,-2.3035623530546823,-2.295224110285441,12,12,-164.03467690944672,-162.43755757808685,-2.050433461368084,-2.056171614912492,80,79,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1602,only,How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?,I can only afford about 300 pounds a month.,I can afford about 300 pounds a month.,Looks like you’re not going to get more than a bedroom in a shared flat with that.,-0.008537517144129758,False,True,-22.07659423351288,-20.388706922531128,-1.5768995881080627,-1.568362070963933,14,13,-73.48834109306335,-72.01365947723389,-2.6245836104665483,-2.57191640990121,28,28,-194.20093894004822,-191.0067080259323,-2.15778821044498,-2.146142786808228,90,89,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1706,only,"You see, the bungee participants take a deep breath when they stand at the starting spot and then, like diving, their heads are over heels and they jump off into the realm of the combination of heaven and earth The wind roars at their ears and their bodies rapidly descend. They do not even have enough time to do several gymnastic movements and they are rebounded to the upper air by the cord.__eou__Entrusting life to the care of a rope indeed requires infinite courage.","A young French fellow recalled his first bungee experience and said, When I fastened the cord and walked to the platform, I was extremely nervous. When I looked down, I was nervous even more.If the cord had broken, I would be knocked to bake meat. However, I knew my worries were unwanted. I was afraid if I retreated others might say something about me. I had to harden my heart and impose my head downward. I only felt wind wiring at my ears. My body rapidly descended. I thought that after only seven or eight seconds I was rebounded to upper air by the cord. In fact it was 30 seconds. Maybe because of my nervousness, I only felt seven or eight seconds. When rebounding to the high altitude, I felt a sudden sense of relief. I did not feel nervous very much, but very comfortable.","A young French fellow recalled his first bungee experience and said, When I fastened the cord and walked to the platform, I was extremely nervous. When I looked down, I was nervous even more.If the cord had broken, I would be knocked to bake meat. However, I knew my worries were unwanted. I was afraid if I retreated others might say something about me. I had to harden my heart and impose my head downward. I felt wind wiring at my ears. My body rapidly descended. I thought that after seven or eight seconds I was rebounded to upper air by the cord. In fact it was 30 seconds. Maybe because of my nervousness, I felt seven or eight seconds. When rebounding to the high altitude, I felt a sudden sense of relief. I did not feel nervous very much, but very comfortable.",It is hard to come by in life that you experience this kind of comfortable!,-0.002858165212479058,False,True,-556.913204908371,-546.9766772985458,-3.146402287617915,-3.143544122405436,177,174,-70.77574443817139,-70.56125354766846,-2.8310297775268554,-2.8224501419067383,25,25,-1028.671425461769,-1018.4930921792984,-3.2970237995569525,-3.2960941494475677,312,309,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1817,only,"What’s the matter, dear?__eou__Something awful happened. We went to the Portobello Road, and someone stole my handbag.__eou__Oh, dear. Did you lose a lot of money?",No. Only a few pounds. But my passport was in the bag. That’what I’m really worried about.,No. A few pounds. But my passport was in the bag. That’what I’m really worried about.,You must tell your embassy about it. And I think they’ll issue you with a new one.,0.1226473037401834,False,True,-56.64046907424927,-57.3183856010437,-2.2656187629699707,-2.388266066710154,25,24,-69.20574283599854,-68.88136279582977,-2.3864049253792596,-2.375219406752751,29,29,-275.60849165916443,-276.0051192045212,-2.4829593843167967,-2.509137447313829,111,110,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1888,only,Ahh ... What a fine day! I do feel like an outdoor exercise.__eou__How about taking a walk in the park?__eou__OK.It' s delightful to have a walk in the park with the air so fresh.,"( After they enter the park ) Oh, it's so quiet here.We have the park to ourselves, only you and me!","( After they enter the park ) Oh, it's so quiet here.We have the park to ourselves, you and me!",Don't you see many people over there? Just on your left.,0.07846086453168821,False,True,-75.253537774086,-74.506352186203,-2.7871680657068887,-2.865628930238577,27,26,-53.14045858383179,-53.624467968940735,-2.3104547210361646,-2.3314986073452495,23,23,-313.8526031970978,-313.59177684783936,-2.8275009297035836,-2.850834334980358,111,110,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1891,only,"I work so hard that I do not have the energy to exercise.__eou__That is just an excuse. You can always find some time to exercise.__eou__But I work hard all the time for long hours. Often I have no time for lunch. Yet, I am still getting fatter.","Bill, you know that work is not the same as exercise as it is stressful but not relaxing. And skipping meals will not help you lose weight.In fact your body will only store fat if you miss meals.","Bill, you know that work is not the same as exercise as it is stressful but not relaxing. And skipping meals will not help you lose weight.In fact your body will store fat if you miss meals.","I know you're right, but what can I do?",-0.09217215475449914,False,True,-114.20719015598297,-107.6799784898758,-2.6559811664182087,-2.5638090116637096,43,42,-30.441917538642883,-30.54563319683075,-1.4496151208877563,-1.4545539617538452,21,21,-346.279914021492,-339.8486053943634,-2.4912224030323165,-2.4626710535823433,139,138,False
Qwen3.5 9B CT,instruct,/datastor1/jiahuikchen/Just_LLMs/particle_removal/results/qwen35_instruct/Qwen3.5-9B_context_filtered_only_dd_removal.csv,1895,only,Hello. This is the Stewart Resident.__eou__Hello. Is Mr. Stewart there?__eou__This is Mr. Stewart. Who’s this?,"I’m calling from Bell Canada. We are currently offering a great deal on long distance calling, only $ 17 a month. With this plan you get 500 minutes of long distance calls each month without any additional charges.","I’m calling from Bell Canada. We are currently offering a great deal on long distance calling, $ 17 a month. With this plan you get 500 minutes of long distance calls each month without any additional charges.",I’m sorry. I’m not interested in it.,0.04260203298054588,False,True,-114.12180721759796,-113.83768832683563,-2.32901647382853,-2.371618506809076,49,48,-35.10481607913971,-34.78236925601959,-1.7552408039569856,-1.7391184628009797,20,20,-258.6803505420685,-258.1353076696396,-2.2892066419652077,-2.304779532764639,113,112,False
